Example,Status,Run Time,Exceptions
./spec/auth/authorize_api_request_spec.rb,passed,0.984528,""
./spec/controllers/application_controller_spec.rb,passed,0.030855,""
./spec/models/item_spec.rb,passed,0.01801,""
./spec/models/todo_spec.rb,passed,0.017326,""
./spec/models/user_spec.rb,passed,0.019554,""
./spec/requests/items_spec.rb,passed,1.232853,""
./spec/requests/todos_spec.rb,passed,0.449162,""
./spec/requests/users_spec.rb,passed,0.11898,""
